=== Intel RKD random

4	0.362046	64	4.393333	0.232169	0.053801	0.027372	0.018102	0.013714	
4	0.016736	128	7.320000	0.401557	0.096666	0.048519	0.033536	0.026600	
4	0.016361	256	12.293334	0.732894	0.183390	0.093065	0.064561	0.051792	
4	0.016316	384	16.080000	1.052904	0.279853	0.140271	0.097195	0.072928	
4	0.016431	512	19.613333	1.376585	0.351045	0.183645	0.128874	0.149888	
4	0.016444	640	22.786667	1.698614	0.436120	0.224696	0.155991	0.124430	
4	0.016511	768	25.806665	2.013338	0.515918	0.268927	0.183390	0.142638	
4	0.016366	896	28.546667	2.388237	0.600824	0.311144	0.212969	0.163878	
4	0.016594	1024	31.066668	2.671514	0.717539	0.355643	0.242677	0.188335	
4	0.016572	1152	33.333336	3.101731	0.760847	0.387821	0.268646	0.246532	
4	0.016324	1280	35.353333	3.288779	0.847791	0.436799	0.324188	0.253601	
4	0.016333	1408	37.546669	3.665158	0.917943	0.475987	0.338725	0.273258	
4	0.016757	1536	39.533333	3.975743	1.005417	0.529988	0.359931	0.295315	
4	0.016443	1664	41.666664	4.309416	1.097424	0.590085	0.390103	0.316771	
4	0.016661	1792	43.540001	4.670868	1.166582	0.598442	0.415740	0.333405	
4	0.016224	1920	45.266666	5.039819	1.269875	0.649738	0.459143	0.344212	
4	0.016272	2048	46.886669	5.175030	1.320349	0.691896	0.472438	0.376271	
4	0.015986	2176	48.380001	5.725921	1.437817	0.731489	0.501864	0.394300	
4	0.016299	2304	49.733334	5.797830	1.473048	0.776555	0.528154	0.430414	
4	0.016376	2432	51.166664	6.051952	1.554651	0.806042	0.556694	0.425750	
4	0.016312	2560	52.706665	6.537811	1.685632	0.861768	0.608481	0.466545	
4	0.016303	2688	54.046665	6.689729	1.717220	0.885546	0.617026	0.483915	
4	0.016926	2816	55.446667	7.069033	1.834693	0.946952	0.675012	0.507454	
4	0.016426	2944	56.739998	7.409345	1.888823	1.020993	0.708199	0.570172	
4	0.016337	3072	58.093334	7.770146	2.037904	1.039067	0.768672	0.559707	
4	0.016184	3200	59.299999	8.195424	2.028950	1.045042	0.733061	0.566327	
4	0.016435	3328	60.466663	8.376417	2.130349	1.107975	0.768120	0.600421	
4	0.016427	3456	61.473335	8.476872	2.161799	1.111843	0.775155	0.608647	
4	0.016277	3584	62.559998	8.951217	2.223422	1.151245	0.798036	0.631317	
4	0.016419	3712	63.546669	9.180997	2.322793	1.196377	0.858919	0.655920	
4	0.016441	3840	64.639999	9.594513	2.377822	1.257814	0.861148	0.674558	
4	0.016933	3968	65.606667	9.732100	2.470090	1.290299	0.893873	0.696016	
4	0.016278	4096	66.486671	10.170346	2.546528	1.324127	0.921333	0.724381	
4	0.016375	4224	67.406670	10.568211	2.628034	1.378292	0.952785	0.749287	
4	0.016266	4352	68.339996	10.672268	2.712827	1.416391	0.982917	0.763301	
4	0.016666	4480	69.253334	11.062760	2.799123	1.452379	1.004763	0.785029	
4	0.016372	4608	70.099998	11.226753	2.894281	1.462288	1.012292	0.801823	
4	0.016584	4736	70.860001	11.812628	3.106525	1.559650	1.128979	0.848736	
4	0.016314	4864	71.493332	12.159729	3.047921	1.590964	1.101562	0.858992	
4	0.016285	4992	72.233330	12.432707	3.131879	1.662731	1.132558	0.885149	
4	0.016320	5120	72.966667	12.538510	3.148498	1.630131	1.133082	0.886211	
8	0.687407	64	4.713334	0.255053	0.066854	0.032949	0.021857	0.017489	
8	0.032735	128	8.233334	0.473622	0.121317	0.060821	0.042027	0.033069	
8	0.032080	256	13.820000	0.885416	0.229425	0.116619	0.081819	0.063423	
8	0.032261	384	18.219999	1.426117	0.330064	0.178015	0.118875	0.092380	
8	0.032424	512	22.306667	1.870935	0.453079	0.217460	0.154242	0.129443	
8	0.032140	640	26.153332	2.052898	0.542267	0.288422	0.199032	0.149424	
8	0.032648	768	29.633335	2.446197	0.642615	0.331372	0.236885	0.189142	
8	0.032191	896	32.740002	2.814374	0.726964	0.366598	0.263847	0.223300	
8	0.032255	1024	35.360001	3.609067	0.878595	0.453464	0.313758	0.234897	
8	0.032008	1152	38.020000	3.532983	0.903017	0.480232	0.325329	0.264683	
8	0.032134	1280	40.506668	3.957018	1.046898	0.530158	0.363865	0.288838	
